0	0.8571428571428571	0.3333333333333333	0.0	NaN	0.0	0.0	0.0	0.0	1.0	0.0	NaN	NaN	0.0	NaN	0.0	1.0	1.0	0.0	0.0	
0.8571428571428571	0	0.3333333333333333	0.75	NaN	0.6	0.6	0.6	0.6	1.0	1.0	NaN	NaN	1.0	NaN	1.0	1.0	1.0	0.75	1.0	
0.3333333333333333	0.3333333333333333	0	0.0	NaN	0.0	0.0	0.0	0.0	1.0	0.6666666666666666	NaN	NaN	0.6666666666666666	NaN	1.0	1.0	1.0	0.0	0.6666666666666666	
0.0	0.75	0.0	0	NaN	0.0	0.0	0.0	0.0	1.0	0.0	NaN	NaN	0.0	NaN	0.0	1.0	1.0	0.0	0.0	
NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
0.0	0.6	0.0	0.0	NaN	0	0.0	0.0	0.0	1.0	0.0	NaN	NaN	0.0	NaN	0.0	1.0	1.0	0.0	0.0	
0.0	0.6	0.0	0.0	NaN	0.0	0	0.0	0.0	1.0	0.0	NaN	NaN	0.0	NaN	0.0	1.0	1.0	0.0	0.0	
0.0	0.6	0.0	0.0	NaN	0.0	0.0	0	0.0	1.0	0.0	NaN	NaN	0.0	NaN	0.0	1.0	1.0	0.0	0.0	
0.0	0.6	0.0	0.0	NaN	0.0	0.0	0.0	0	1.0	0.0	NaN	NaN	0.0	NaN	0.0	1.0	1.0	0.0	0.0	
1.0	1.0	1.0	1.0	NaN	1.0	1.0	1.0	1.0	0	1.0	NaN	NaN	1.0	NaN	1.0	1.0	0.25	1.0	1.0	
0.0	1.0	0.6666666666666666	0.0	NaN	0.0	0.0	0.0	0.0	1.0	0	NaN	NaN	0.0	NaN	0.0	1.0	1.0	0.0	0.0	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
0.0	1.0	0.6666666666666666	0.0	NaN	0.0	0.0	0.0	0.0	1.0	0.0	NaN	NaN	0	NaN	0.0	1.0	1.0	0.0	0.0	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	
0.0	1.0	1.0	0.0	NaN	0.0	0.0	0.0	0.0	1.0	0.0	NaN	NaN	0.0	NaN	0	1.0	1.0	0.0	0.5	
1.0	1.0	1.0	1.0	NaN	1.0	1.0	1.0	1.0	1.0	1.0	NaN	NaN	1.0	NaN	1.0	0	1.0	1.0	1.0	
1.0	1.0	1.0	1.0	NaN	1.0	1.0	1.0	1.0	0.25	1.0	NaN	NaN	1.0	NaN	1.0	1.0	0	1.0	1.0	
0.0	0.75	0.0	0.0	NaN	0.0	0.0	0.0	0.0	1.0	0.0	NaN	NaN	0.0	NaN	0.0	1.0	1.0	0	0.0	
0.0	1.0	0.6666666666666666	0.0	NaN	0.0	0.0	0.0	0.0	1.0	0.0	NaN	NaN	0.0	NaN	0.5	1.0	1.0	0.0	0	
